Store_Dept_Date,Weekly_Sales
2_30_2013-03-22,4815.8614
2_31_2013-03-22,3267.014
2_32_2013-03-22,10612.3089
2_33_2013-03-22,6008.8493
2_34_2013-03-22,18669.6914
2_35_2013-03-22,4975.1873
2_36_2013-03-22,2541.9944
2_37_2013-03-22,4636.048
2_38_2013-03-22,81345.8912
2_40_2013-03-22,79445.4716
2_41_2013-03-22,2436.3729
2_42_2013-03-22,9302.4265
2_44_2013-03-22,6776.531
2_46_2013-03-22,30179.2842
2_48_2013-03-22,1620.955
2_49_2013-03-22,18406.7826
2_52_2013-03-22,4773.1122
2_54_2013-03-22,57.49
2_55_2013-03-22,11507.1853
2_56_2013-03-22,11430.1557
2_58_2013-03-22,21260.065
2_59_2013-03-22,380.2437
2_60_2013-03-22,296.8515
2_67_2013-03-22,9549.2816
2_71_2013-03-22,5493.436
2_72_2013-03-22,80842.866
2_74_2013-03-22,16926.1125
2_79_2013-03-22,30055.4692
2_80_2013-03-22,25714.6755
2_81_2013-03-22,32871.0185
2_82_2013-03-22,23291.0126
2_83_2013-03-22,5914.2411
2_85_2013-03-22,3430.1839
2_87_2013-03-22,23793.5411
2_90_2013-03-22,96574.2507
2_91_2013-03-22,78410.3789
2_92_2013-03-22,100000
2_93_2013-03-22,73637.6948
2_94_2013-03-22,73848.8876
2_95_2013-03-22,100000
2_96_2013-03-22,34308.7678
2_97_2013-03-22,40016.6337
2_98_2013-03-22,13967.2524
2_1_2013-03-29,37129.2842
2_2_2013-03-29,62210.8131
2_3_2013-03-29,12493.0044
2_4_2013-03-29,44206.3982
2_5_2013-03-29,27705.7066
2_6_2013-03-29,5974.4897
2_7_2013-03-29,32411.9918
2_8_2013-03-29,60691.8235
2_9_2013-03-29,37628.1578
2_10_2013-03-29,40523.5143
2_11_2013-03-29,21463.3337
2_12_2013-03-29,7384.6352
2_13_2013-03-29,45331.7977
2_14_2013-03-29,20542.5138
2_16_2013-03-29,24742.9092
2_17_2013-03-29,14042.3522
2_18_2013-03-29,6858.4892
2_19_2013-03-29,3679.5403
2_20_2013-03-29,5883.4895
2_21_2013-03-29,8809.3138
2_22_2013-03-29,12836.7418
2_23_2013-03-29,24908.0389
2_24_2013-03-29,5923.8054
2_25_2013-03-29,15559.1789
2_26_2013-03-29,9830.6126
2_27_2013-03-29,1860.5645
2_28_2013-03-29,961.0081
2_29_2013-03-29,6286.3651
2_30_2013-03-29,4753.496
2_31_2013-03-29,3013.7028
2_32_2013-03-29,9090.493
2_33_2013-03-29,5972.4151
2_34_2013-03-29,16659.3671
2_35_2013-03-29,4870.612
2_36_2013-03-29,2201.9438
2_37_2013-03-29,4431.6069
2_38_2013-03-29,82796.6287
2_40_2013-03-29,79046.1128
2_41_2013-03-29,2520.8244
2_42_2013-03-29,8645.5436
2_44_2013-03-29,6612.5936
2_46_2013-03-29,28858.5031
2_48_2013-03-29,1678.1386
2_49_2013-03-29,16792.6538
2_52_2013-03-29,4929.7796
2_55_2013-03-29,11929.069
2_56_2013-03-29,8701.0234
2_58_2013-03-29,21609.7033
2_59_2013-03-29,415.6482
2_60_2013-03-29,352.3
2_67_2013-03-29,11472.673
2_71_2013-03-29,5022.371
2_72_2013-03-29,82540.0687
2_74_2013-03-29,16267.4667
2_79_2013-03-29,27406.3021
2_80_2013-03-29,25173.1003
2_81_2013-03-29,30966.0037
2_82_2013-03-29,22548.0231
2_83_2013-03-29,5362.2231
2_85_2013-03-29,3416.2597
2_87_2013-03-29,25180.7273
2_90_2013-03-29,94216.1132
2_91_2013-03-29,75096.5698
2_92_2013-03-29,99989.9945
2_93_2013-03-29,69896.2331
2_94_2013-03-29,69755.1847
2_95_2013-03-29,100000
2_96_2013-03-29,33643.0771
2_97_2013-03-29,37221.5738
2_98_2013-03-29,13531.2901
2_99_2013-03-29,3083.9835
2_1_2013-04-05,51305.9237
2_2_2013-04-05,66834.5037
2_3_2013-04-05,12166.3422
2_4_2013-04-05,46269.951
2_5_2013-04-05,28249.9031
2_6_2013-04-05,5399.1667
2_7_2013-04-05,37198.331
2_8_2013-04-05,61060.2226
2_9_2013-04-05,36855.5112
2_10_2013-04-05,40946.4315
2_11_2013-04-05,20118.8827
2_12_2013-04-05,7704.7795
2_13_2013-04-05,47107.4478
2_14_2013-04-05,22672.7206
2_16_2013-04-05,40491.4554
2_17_2013-04-05,14037.1743
2_18_2013-04-05,13601.1812
2_19_2013-04-05,3905.1755
2_20_2013-04-05,6594.5846
2_21_2013-04-05,9087.3948
2_22_2013-04-05,15952.3555
2_23_2013-04-05,26486.8811
2_24_2013-04-05,6087.7798
2_25_2013-04-05,14744.3535
2_26_2013-04-05,9890.0271
2_27_2013-04-05,1942.3304
2_28_2013-04-05,833.5124
2_29_2013-04-05,6774.5039
2_30_2013-04-05,4804.1785
2_31_2013-04-05,3355.0431
2_32_2013-04-05,11164.0171
2_33_2013-04-05,5766.556
2_34_2013-04-05,18549.3874
2_35_2013-04-05,4727.7285
2_36_2013-04-05,1791.0443
2_37_2013-04-05,4998.0456
2_38_2013-04-05,89520.4193
2_40_2013-04-05,80352.1955
2_41_2013-04-05,2062.7664
2_42_2013-04-05,9278.4925
2_44_2013-04-05,7703.2307
2_46_2013-04-05,30627.688
2_48_2013-04-05,1626.4755
2_49_2013-04-05,17149.5818
2_52_2013-04-05,4246.1816
2_54_2013-04-05,48.2194
2_55_2013-04-05,10966.6494
2_56_2013-04-05,14144.5174
2_58_2013-04-05,18611.55
2_59_2013-04-05,428.0905
2_60_2013-04-05,314.9485
2_67_2013-04-05,10550.4609
2_71_2013-04-05,5767.2957
2_72_2013-04-05,75854.2084
2_74_2013-04-05,16970.3484
2_79_2013-04-05,38593.1084
2_80_2013-04-05,25659.7371
2_81_2013-04-05,32203.3139
2_82_2013-04-05,23304.6459
2_83_2013-04-05,6631.3892
2_85_2013-04-05,2936.1644
2_87_2013-04-05,30840.1308
2_90_2013-04-05,98872.886
2_91_2013-04-05,83541.3958
2_92_2013-04-05,100000
2_93_2013-04-05,81302.1339
2_94_2013-04-05,72696.7942
2_95_2013-04-05,100000
2_96_2013-04-05,32894.2445
2_97_2013-04-05,41256.5073
2_98_2013-04-05,13828.7261
2_99_2013-04-05,385.1513
2_1_2013-04-12,41601.272
2_2_2013-04-12,64958.4177
2_3_2013-04-12,11875.6155
2_4_2013-04-12,43960.511
2_5_2013-04-12,27068.7984
2_6_2013-04-12,5108.996
2_7_2013-04-12,33637.9695
2_8_2013-04-12,60536.2751
2_9_2013-04-12,37504.1991
2_10_2013-04-12,40283.9187
2_11_2013-04-12,20134.6266
2_12_2013-04-12,7860.6008
2_13_2013-04-12,45079.5579
2_14_2013-04-12,21371.4544
2_16_2013-04-12,40543.9418
2_17_2013-04-12,13402.9557
2_18_2013-04-12,8048.8651
2_19_2013-04-12,3811.1605
2_20_2013-04-12,6173.8375
2_21_2013-04-12,8673.3323
2_22_2013-04-12,14035.6977
2_23_2013-04-12,26483.413
2_24_2013-04-12,5824.6069
2_25_2013-04-12,15175.5335
2_26_2013-04-12,9512.0712
2_27_2013-04-12,1730.4026
2_28_2013-04-12,726.2706
2_29_2013-04-12,6231.5899
2_30_2013-04-12,4687.3927
2_31_2013-04-12,3402.9823
2_32_2013-04-12,10800.152
2_33_2013-04-12,5989.8989
2_34_2013-04-12,18262.4302
2_35_2013-04-12,4782.1173
2_36_2013-04-12,2413.1642
2_37_2013-04-12,4415.3671
2_38_2013-04-12,85479.6535
2_40_2013-04-12,78352.3302
2_41_2013-04-12,2163.7177
2_42_2013-04-12,9255.7342
2_44_2013-04-12,6918.674
2_46_2013-04-12,29409.2142
2_48_2013-04-12,1472.3558
2_49_2013-04-12,16957.5155
2_52_2013-04-12,4208.7744
2_55_2013-04-12,10985.3519
2_56_2013-04-12,15419.4935
2_58_2013-04-12,20343.09
2_59_2013-04-12,363.4293
2_60_2013-04-12,303.6579
2_67_2013-04-12,9440.2282
2_71_2013-04-12,4855.9476
2_72_2013-04-12,66507.4111
2_74_2013-04-12,15976.5734
2_79_2013-04-12,33479.255
2_80_2013-04-12,27124.0568
2_81_2013-04-12,32185.0026
2_82_2013-04-12,22308.4848
2_83_2013-04-12,6582.6246
2_85_2013-04-12,2853.5348
2_87_2013-04-12,25115.6984
2_90_2013-04-12,99314.6565
2_91_2013-04-12,82917.2357
2_92_2013-04-12,100000
2_93_2013-04-12,79766.7263
2_94_2013-04-12,72474.5884
2_95_2013-04-12,100000
2_96_2013-04-12,32603.6971
2_97_2013-04-12,41828.9488
2_98_2013-04-12,14122.1233
2_99_2013-04-12,89.8478
2_1_2013-04-19,22563.2152
2_2_2013-04-19,63832.2182
2_3_2013-04-19,11102.528
2_4_2013-04-19,43537.1434
2_5_2013-04-19,25543.147
2_6_2013-04-19,5754.7329
2_7_2013-04-19,33698.8065
2_8_2013-04-19,59558.4808
2_9_2013-04-19,37329.2376
2_10_2013-04-19,39403.9999
2_11_2013-04-19,20215.6738
2_12_2013-04-19,8583.0342
2_13_2013-04-19,45024.1696
2_14_2013-04-19,17855.9193
2_16_2013-04-19,45975.1247
2_17_2013-04-19,11501.6353
2_18_2013-04-19,2356.2705
2_19_2013-04-19,3663.562
2_20_2013-04-19,5895.3436
2_21_2013-04-19,8328.71
2_22_2013-04-19,10541.0188
2_23_2013-04-19,26069.2785
2_24_2013-04-19,5656.1366
2_25_2013-04-19,15322.659
2_26_2013-04-19,9244.6524
2_27_2013-04-19,1270.747
2_28_2013-04-19,739.9814
2_29_2013-04-19,6091.1895
2_30_2013-04-19,4631.4212
2_31_2013-04-19,2710.1907
2_32_2013-04-19,11226.064
2_33_2013-04-19,6208.662
2_34_2013-04-19,18611.0609
2_35_2013-04-19,4879.5558
2_36_2013-04-19,2631.7451
2_37_2013-04-19,4312.9905
2_38_2013-04-19,81523.8575
2_40_2013-04-19,78875.5299
2_41_2013-04-19,2237.5147
2_42_2013-04-19,8945.8146
2_44_2013-04-19,6067.7491
2_46_2013-04-19,29518.1568
2_48_2013-04-19,1447.1396
2_49_2013-04-19,14341.926
2_52_2013-04-19,4328.838
2_54_2013-04-19,48.9064
2_55_2013-04-19,9684.1861
2_56_2013-04-19,18479.0149
2_58_2013-04-19,19412.675
2_59_2013-04-19,359.3759
2_60_2013-04-19,295.8377
2_67_2013-04-19,9108.563
2_71_2013-04-19,3835.4258
2_72_2013-04-19,55199.9385
2_74_2013-04-19,15181.5556
2_79_2013-04-19,29777.6935
2_80_2013-04-19,27053.604
2_81_2013-04-19,31563.1882
2_82_2013-04-19,21710.9811
2_83_2013-04-19,6048.8302
2_85_2013-04-19,3095.1462
2_87_2013-04-19,21876.3659
2_90_2013-04-19,96612.5315
2_91_2013-04-19,82612.5709
2_92_2013-04-19,100000
2_93_2013-04-19,77830.3966
2_94_2013-04-19,73011.6764
2_95_2013-04-19,100000
2_96_2013-04-19,33665.7404
2_97_2013-04-19,41482.7803
2_98_2013-04-19,14340.7051
2_99_2013-04-19,75.6436
2_1_2013-04-26,25298.3732
2_2_2013-04-26,63673.9571
2_3_2013-04-26,10887.1532
2_4_2013-04-26,42588.8761
2_5_2013-04-26,28324.6369
2_6_2013-04-26,5340.459
2_7_2013-04-26,31554.5375
2_8_2013-04-26,57678.0212
2_9_2013-04-26,36637.442
2_10_2013-04-26,39279.3788
2_11_2013-04-26,20086.2362
2_12_2013-04-26,7983.6989
2_13_2013-04-26,44705.5293
2_14_2013-04-26,20140.9656
2_16_2013-04-26,41195.2848
2_17_2013-04-26,13445.653
2_18_2013-04-26,628.8026
2_19_2013-04-26,3823.0221
2_20_2013-04-26,5821.3685
2_21_2013-04-26,8317.3014
2_22_2013-04-26,13217.5178
2_23_2013-04-26,24784.6267
2_24_2013-04-26,5655.5468
2_25_2013-04-26,14652.5567
2_26_2013-04-26,9719.9625
2_27_2013-04-26,1690.2127
2_28_2013-04-26,833.1018
2_29_2013-04-26,6119.1076
2_30_2013-04-26,4944.6873
2_31_2013-04-26,3046.2697
2_32_2013-04-26,9198.3004
2_33_2013-04-26,6052.6477
2_34_2013-04-26,18091.0245
2_35_2013-04-26,4619.8393
2_36_2013-04-26,2253.5139
2_37_2013-04-26,4435.3759
2_38_2013-04-26,83693.9511
2_40_2013-04-26,79022.3946
2_41_2013-04-26,2129.263
2_42_2013-04-26,8766.8089
2_44_2013-04-26,6902.6544
2_46_2013-04-26,28932.8245
2_48_2013-04-26,1490.7601
2_49_2013-04-26,15833.9387
2_52_2013-04-26,4263.4691
2_54_2013-04-26,33.4562
2_55_2013-04-26,12026.2256
2_56_2013-04-26,14554.8983
2_58_2013-04-26,20660.165
2_59_2013-04-26,341.1212
2_60_2013-04-26,307.2638
2_67_2013-04-26,10189.6226
2_71_2013-04-26,5146.594
2_72_2013-04-26,75812.3376
2_74_2013-04-26,15516.9723
2_79_2013-04-26,29826.931
2_80_2013-04-26,25205.4001
2_81_2013-04-26,29993.2553
2_82_2013-04-26,21195.5468
2_83_2013-04-26,5370.7249
2_85_2013-04-26,3026.4723
2_87_2013-04-26,23910.3239
2_90_2013-04-26,95375.1852
2_91_2013-04-26,75344.2192
2_92_2013-04-26,100000
2_93_2013-04-26,67916.1738
2_94_2013-04-26,69274.0162
2_95_2013-04-26,100000
2_96_2013-04-26,32054.8632
2_97_2013-04-26,37491.5215
2_98_2013-04-26,13571.9237
2_99_2013-04-26,120.7062
2_1_2013-05-03,29601.1768
2_2_2013-05-03,66891.4378
2_3_2013-05-03,11963.4687
2_4_2013-05-03,47413.1421
2_5_2013-05-03,22682.6132
2_6_2013-05-03,5899.2629
2_7_2013-05-03,40104.6838
2_8_2013-05-03,62101.5097
2_9_2013-05-03,36840.5722
2_10_2013-05-03,41161.7907
2_11_2013-05-03,20575.9441
2_12_2013-05-03,8540.7166
2_13_2013-05-03,47934.1197
2_14_2013-05-03,22724.3825
2_16_2013-05-03,50241.8106
2_17_2013-05-03,13543.4547
2_18_2013-05-03,29.5929
2_19_2013-05-03,3895.9642
2_20_2013-05-03,6589.6193
2_21_2013-05-03,8530.1539
2_22_2013-05-03,10875.0638
2_23_2013-05-03,27998.7784
2_24_2013-05-03,5685.8205
2_25_2013-05-03,17064.6831
2_26_2013-05-03,9769.9525
2_27_2013-05-03,1301.3393
2_28_2013-05-03,784.2298
2_29_2013-05-03,6385.2661
2_30_2013-05-03,4689.5481
2_31_2013-05-03,2689.929
2_32_2013-05-03,13647.5872
2_33_2013-05-03,6101.3939
2_34_2013-05-03,19381.5674
2_35_2013-05-03,4909.9555
2_36_2013-05-03,4806.2825
2_37_2013-05-03,4738.281
2_38_2013-05-03,84658.2506
2_40_2013-05-03,80612.9276
2_41_2013-05-03,2445.0267
2_42_2013-05-03,9344.6098
2_44_2013-05-03,6210.718
2_46_2013-05-03,30323.9391
2_48_2013-05-03,1070.2887
2_49_2013-05-03,14973.5109
2_52_2013-05-03,4707.9177
2_54_2013-05-03,66.2172
2_55_2013-05-03,10579.7607
2_56_2013-05-03,15244.9759
2_58_2013-05-03,18208.485
2_59_2013-05-03,348.0312
2_60_2013-05-03,303.8379
2_67_2013-05-03,19614.7425
2_71_2013-05-03,4145.3524
2_72_2013-05-03,61809.1621
2_74_2013-05-03,15984.7442
2_79_2013-05-03,38386.5152
2_80_2013-05-03,26272.019
2_81_2013-05-03,33015.225
2_82_2013-05-03,24480.969
2_83_2013-05-03,6068.4286
2_85_2013-05-03,3245.9172
2_87_2013-05-03,27514.3544
2_90_2013-05-03,98498.4869
2_91_2013-05-03,81493.4549
2_92_2013-05-03,100000
2_93_2013-05-03,76432.9237
2_94_2013-05-03,74946.921
2_95_2013-05-03,100000
2_96_2013-05-03,35563.166
2_97_2013-05-03,40743.3887
2_98_2013-05-03,14508.2983
2_99_2013-05-03,116.5149
2_1_2013-05-10,26402.264
2_2_2013-05-10,65959.3668
2_3_2013-05-10,11820.553
2_4_2013-05-10,46329.1203
2_5_2013-05-10,25423.4342
2_6_2013-05-10,5197.5368
2_7_2013-05-10,35451.6474
2_8_2013-05-10,60471.5597
2_9_2013-05-10,35964.1305
2_10_2013-05-10,39070.5193
2_11_2013-05-10,20418.5532
2_12_2013-05-10,8433.1066
2_13_2013-05-10,45444.0369
2_14_2013-05-10,21147.23
2_16_2013-05-10,42650.4842
2_17_2013-05-10,13791.71
2_18_2013-05-10,117.1234
2_19_2013-05-10,3904.1968
2_20_2013-05-10,6201.3195
2_21_2013-05-10,8274.839
2_22_2013-05-10,12606.6851
2_23_2013-05-10,27567.4135
2_24_2013-05-10,5823.0384
2_25_2013-05-10,16461.9197
2_26_2013-05-10,9336.9262
2_27_2013-05-10,1642.5487
2_28_2013-05-10,762.4252
2_29_2013-05-10,6302.8376
2_30_2013-05-10,4812.6792
2_31_2013-05-10,2994.7919
2_32_2013-05-10,15714.3902
2_33_2013-05-10,6132.1581
2_34_2013-05-10,18856.2381
2_35_2013-05-10,4987.5938
2_36_2013-05-10,4356.5294
2_37_2013-05-10,4445.8876
2_38_2013-05-10,84989.3866
2_40_2013-05-10,78996.2725
2_41_2013-05-10,2164.5784
2_42_2013-05-10,9124.9494
2_44_2013-05-10,6067.5405
2_46_2013-05-10,29757.7467
2_48_2013-05-10,1332.8528
2_49_2013-05-10,15593.3304
2_52_2013-05-10,4592.5393
2_54_2013-05-10,51.7884
2_55_2013-05-10,10429.2871
2_56_2013-05-10,15887.5363
2_58_2013-05-10,20760.835
2_59_2013-05-10,370.6977
2_60_2013-05-10,313.6563
2_67_2013-05-10,28233.1499
2_71_2013-05-10,5159.4242
2_72_2013-05-10,65184.4637
2_74_2013-05-10,16346.0112
2_79_2013-05-10,33679.7213
2_80_2013-05-10,27312.4359
2_81_2013-05-10,32446.6701
2_82_2013-05-10,24100.1371
2_83_2013-05-10,6311.67
2_85_2013-05-10,2840.1841
2_87_2013-05-10,24432.6911
2_90_2013-05-10,99360.1256
2_91_2013-05-10,84631.6341
2_92_2013-05-10,100000
2_93_2013-05-10,79554.0065
2_94_2013-05-10,72867.2233
2_95_2013-05-10,100000
2_96_2013-05-10,34576.2275
2_97_2013-05-10,41975.2266
2_98_2013-05-10,14606.7273
2_99_2013-05-10,104.857
2_1_2013-05-17,25437.5703
2_2_2013-05-17,65258.2236
2_3_2013-05-17,10766.175
2_4_2013-05-17,43236.4483
2_5_2013-05-17,23380.7936
2_6_2013-05-17,5046.8376
2_7_2013-05-17,33466.0489
2_8_2013-05-17,57293.3908
2_9_2013-05-17,37389.9284
2_10_2013-05-17,39214.2284
2_11_2013-05-17,20881.3411
2_12_2013-05-17,8409.3322
2_13_2013-05-17,45532.7626
2_14_2013-05-17,17801.2952
2_16_2013-05-17,44091.7614
2_17_2013-05-17,12786.6995
2_18_2013-05-17,4.5289
2_19_2013-05-17,3787.5632
2_20_2013-05-17,6097.7759
2_21_2013-05-17,8170.9713
2_22_2013-05-17,10947.9192
2_23_2013-05-17,27609.3757
2_24_2013-05-17,6127.7211
2_25_2013-05-17,15640.3296
2_26_2013-05-17,9212.8962
2_27_2013-05-17,1308.8053
2_28_2013-05-17,716.9278
2_29_2013-05-17,6378.2376
2_30_2013-05-17,4803.8187
2_31_2013-05-17,2807.04
2_32_2013-05-17,17306.983
2_33_2013-05-17,5943.0278
2_34_2013-05-17,20031.7833
2_35_2013-05-17,4525.7595
2_36_2013-05-17,4682.9909
2_37_2013-05-17,4373.5921
2_38_2013-05-17,81025.4213
2_40_2013-05-17,77454.557
2_41_2013-05-17,1975.0985
2_42_2013-05-17,9077.8657
2_44_2013-05-17,6191.7863
2_46_2013-05-17,29249.9847
2_48_2013-05-17,1575.189
2_49_2013-05-17,16271.5631
2_52_2013-05-17,4478.7389
2_54_2013-05-17,48.5974
2_55_2013-05-17,9117.0107
2_56_2013-05-17,14121.5941
2_58_2013-05-17,22654.435
2_59_2013-05-17,355.2043
2_60_2013-05-17,318.0659
2_67_2013-05-17,26995.1787
2_71_2013-05-17,4668.4332
2_72_2013-05-17,60739.3785
2_74_2013-05-17,16331.6592
2_79_2013-05-17,30257.56
2_80_2013-05-17,27074.6854
2_81_2013-05-17,31576.6663
2_82_2013-05-17,22192.3284
2_83_2013-05-17,6357.9091
2_85_2013-05-17,2836.621
2_87_2013-05-17,24745.3819
2_90_2013-05-17,98187.4706
2_91_2013-05-17,83321.3262
2_92_2013-05-17,100000
2_93_2013-05-17,78585.3924
2_94_2013-05-17,74268.608
2_95_2013-05-17,100000
2_96_2013-05-17,36778.6901
2_97_2013-05-17,41994.2905
2_98_2013-05-17,14545.5565
2_99_2013-05-17,75.5772
2_1_2013-05-24,23368.3428
2_2_2013-05-24,70210.5826
2_3_2013-05-24,10779.4641
2_4_2013-05-24,45315.8817
2_5_2013-05-24,21639.2601
2_6_2013-05-24,6146.2973
2_7_2013-05-24,41845.2645
2_8_2013-05-24,59924.9387
2_9_2013-05-24,42360.9031
2_10_2013-05-24,42628.4817
2_11_2013-05-24,26155.4321
2_12_2013-05-24,8360.2179
2_13_2013-05-24,45988.1815
2_14_2013-05-24,17955.7735
2_16_2013-05-24,52595.6927
2_17_2013-05-24,12699.7464
2_18_2013-05-24,3.3109
2_19_2013-05-24,3849.1603
2_20_2013-05-24,6321.9645
2_21_2013-05-24,9901.3219
2_22_2013-05-24,9816.0047
2_23_2013-05-24,30384.6104
2_24_2013-05-24,5853.8779
2_25_2013-05-24,15479.4722
2_26_2013-05-24,7745.0334
2_27_2013-05-24,1201.3549
2_28_2013-05-24,419.7763
2_29_2013-05-24,6375.5069
2_30_2013-05-24,4677.3544
2_31_2013-05-24,2608.7734
2_32_2013-05-24,10121.4895
2_33_2013-05-24,6155.5787
2_34_2013-05-24,20840.6605
2_35_2013-05-24,5138.1771
2_36_2013-05-24,6965.1148
2_37_2013-05-24,4415.6748
2_38_2013-05-24,77101.9814
2_40_2013-05-24,77647.0888
2_41_2013-05-24,2040.3507
2_42_2013-05-24,8890.5346
2_44_2013-05-24,6363.8878
2_46_2013-05-24,31006.4189
2_48_2013-05-24,2318.332
2_49_2013-05-24,15356.8084
2_52_2013-05-24,3939.0106
2_55_2013-05-24,8786.9088
2_56_2013-05-24,10007.1221
2_58_2013-05-24,25007.355
2_59_2013-05-24,321.9493
2_60_2013-05-24,293.7032
2_67_2013-05-24,14129.5492
2_71_2013-05-24,5343.8591
2_72_2013-05-24,53067.7924
2_74_2013-05-24,17610.7567
2_79_2013-05-24,29591.2367
2_80_2013-05-24,26106.3994
2_81_2013-05-24,30774.055
2_82_2013-05-24,24700.9502
2_83_2013-05-24,5662.1848
2_85_2013-05-24,2933.747
2_87_2013-05-24,27102.1607
2_90_2013-05-24,94134.3513
2_91_2013-05-24,77780.5604
2_92_2013-05-24,100000
2_93_2013-05-24,75195.9327
2_94_2013-05-24,74013.5803
2_95_2013-05-24,100000
2_96_2013-05-24,40923.179
2_97_2013-05-24,40101.5549
2_98_2013-05-24,15879.8083
2_99_2013-05-24,3983.75
2_1_2013-05-31,23290.4411
2_2_2013-05-31,64179.1045
2_3_2013-05-31,10873.7535
2_4_2013-05-31,44801.7499
2_5_2013-05-31,20255.0937
2_6_2013-05-31,5025.402
2_7_2013-05-31,43695.0965
2_8_2013-05-31,57914.5716
2_9_2013-05-31,43652.7487
2_10_2013-05-31,40417.7125
2_11_2013-05-31,25472.6065
2_12_2013-05-31,8555.9915
2_13_2013-05-31,45704.8184
2_14_2013-05-31,17623.2671
2_16_2013-05-31,47690.8701
2_17_2013-05-31,12236.7128
2_19_2013-05-31,3469.7957
2_20_2013-05-31,6217.3809
2_21_2013-05-31,8271.5632
2_22_2013-05-31,10177.7079
2_23_2013-05-31,29927.9033
2_24_2013-05-31,6483.0748
2_25_2013-05-31,15472.6623
2_26_2013-05-31,7763.1193
2_27_2013-05-31,1384.6894
2_28_2013-05-31,433.653
2_29_2013-05-31,6068.9106
2_30_2013-05-31,4822.9892
2_31_2013-05-31,2480.6677
2_32_2013-05-31,10096.6517
2_33_2013-05-31,6793.4585
2_34_2013-05-31,20464.7713
2_35_2013-05-31,4888.3475
2_36_2013-05-31,7378.0953
2_37_2013-05-31,4440.3001
2_38_2013-05-31,78152.6013
2_40_2013-05-31,79031.9994
2_41_2013-05-31,2174.298
2_42_2013-05-31,8874.0576
2_44_2013-05-31,6206.5647
2_46_2013-05-31,30972.9761
2_48_2013-05-31,1584.79
2_49_2013-05-31,13834.8503
2_52_2013-05-31,4000.9634
2_54_2013-05-31,37.0836
2_55_2013-05-31,9261.4512
2_56_2013-05-31,8557.3295
2_58_2013-05-31,20990.235
2_59_2013-05-31,303.1868
2_60_2013-05-31,305.077
2_67_2013-05-31,11929.4867
2_71_2013-05-31,4237.6178
2_72_2013-05-31,56958.0903
2_74_2013-05-31,15525.9766
2_79_2013-05-31,28494.2375
2_80_2013-05-31,24906.8161
2_81_2013-05-31,30519.8803
2_82_2013-05-31,22644.2678
2_83_2013-05-31,5290.2745
2_85_2013-05-31,2857.8648
2_87_2013-05-31,22838.8525
2_90_2013-05-31,93803.5753
2_91_2013-05-31,74051.5722
2_92_2013-05-31,99726.8426
2_93_2013-05-31,67114.9489
2_94_2013-05-31,69165.1122
2_95_2013-05-31,100000
2_96_2013-05-31,40322.2118
2_97_2013-05-31,38891.3704
2_98_2013-05-31,14345.7418
2_99_2013-05-31,296.2239
2_1_2013-06-07,24130.8304
2_2_2013-06-07,68200.2062
2_3_2013-06-07,11321.97
2_4_2013-06-07,48219.9611
2_5_2013-06-07,23016.8769
2_6_2013-06-07,5266.2563
2_7_2013-06-07,48442.1783
2_8_2013-06-07,62332.3296
2_9_2013-06-07,37432.6534
2_10_2013-06-07,41031.8123
2_11_2013-06-07,28424.1589
2_12_2013-06-07,8243.7756
2_13_2013-06-07,47628.6916
2_14_2013-06-07,22650.4968
2_16_2013-06-07,51165.4367
2_17_2013-06-07,13613.1867
2_18_2013-06-07,7.026
2_19_2013-06-07,3658.014
2_20_2013-06-07,7043.1929
2_21_2013-06-07,8087.2724
2_22_2013-06-07,10362.9274
2_23_2013-06-07,31543.5714
2_24_2013-06-07,5832.7509
2_25_2013-06-07,17583.9983
2_26_2013-06-07,7997.3993
2_27_2013-06-07,1256.5836
2_28_2013-06-07,418.9565
2_29_2013-06-07,6324.0921
2_30_2013-06-07,4814.8896
2_31_2013-06-07,2707.3712
2_32_2013-06-07,11344.632
2_33_2013-06-07,5834.6045
2_34_2013-06-07,20804.4677
2_35_2013-06-07,4896.4634
2_36_2013-06-07,7454.6379
2_37_2013-06-07,4739.1175
2_38_2013-06-07,74151.3087
2_40_2013-06-07,80423.9899
2_41_2013-06-07,2282.071
2_42_2013-06-07,9319.1501
2_44_2013-06-07,7004.6824
2_46_2013-06-07,31240.2934
2_48_2013-06-07,1123.5396
2_49_2013-06-07,14796.7602
2_52_2013-06-07,3600.7466
2_55_2013-06-07,8428.0854
2_56_2013-06-07,8869.9319
2_58_2013-06-07,17248.73
2_59_2013-06-07,342.2296
2_60_2013-06-07,296.6574
2_67_2013-06-07,15447.6041
2_71_2013-06-07,4939.2173
2_72_2013-06-07,57343.344
2_74_2013-06-07,17009.2841
2_79_2013-06-07,38977.3645
2_80_2013-06-07,26662.7251
2_81_2013-06-07,32723.2511
2_82_2013-06-07,25061.7107
2_83_2013-06-07,6290.6474
2_85_2013-06-07,2894.7964
2_87_2013-06-07,26158.9668
2_90_2013-06-07,98821.9942
2_91_2013-06-07,87653.9897
2_92_2013-06-07,100000
2_93_2013-06-07,82936.4932
2_94_2013-06-07,76188.9336
2_95_2013-06-07,100000
2_96_2013-06-07,40646.3249
2_97_2013-06-07,43358.3293
2_98_2013-06-07,14556.3274
2_99_2013-06-07,195.7518
2_1_2013-06-14,24185.0277
2_2_2013-06-14,66728.9909
2_3_2013-06-14,11297.0015
2_4_2013-06-14,45620.4578
2_5_2013-06-14,23608.552
